Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
Thunderlord,3325463374,"""6917529810275371275""",,Exotic,Machine Gun,,Power,Arc,1600,,,,Vault,TRUE,FALSE,2,4,Festival of the Lost,70,90,41,65,15,0,0,60,450,68,62,60,0,0,0,0,0,0,0,0,0,26,FALSE,0,404,,,Reign Havoc*,Polygonal Rifling*,Armor-Piercing Rounds*,Lightning Rounds*,Feeding Frenzy*,Indra Soaring*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Avalanche,495940989,"""6917529850394035989""",,Legendary,Machine Gun,,Power,Solar,1600,,Range,1,Vault,FALSE,FALSE,0,,The Dawning,70,90,41,56,19,0,0,60,450,60,57,40,0,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Adaptive Frame*,Polygonal Rifling*,Smallbore,Ricochet Rounds*,Flared Magwell,Dynamic Sway Reduction*,Tap the Trigger*,Tier 1 Weapon*,Dawning Surprise*,Suros Synergy,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Under Your Skin,232928045,"""6917529645098537886""",,Legendary,Combat Bow,psiops,Energy,Void,1600,,Handling,2,Vault,TRUE,FALSE,5,16,,75,70,76,0,18,0,0,72,0,40,0,57,0,684,74,0,0,0,0,0,0,15,FALSE,0,139,,,Precision Frame*,Tactile String*,High Tension String,Fiberglass Arrow Shaft,Natural Fletching*,Firmly Planted*,Opening Shot*,Crucible Alizarin*,Tier 2 Weapon*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
The Time-Worn Spire,3593598010,"""6917529289767061991""",,Legendary,Pulse Rifle,ironbanner,KineticSlot,Kinetic,1600,,Stability,10,Vault,TRUE,FALSE,4,13,,75,79,23,40,19,0,0,79,540,0,37,33,0,0,0,0,0,0,0,0,0,10,FALSE,0,30,,,Rapid-Fire Frame*,Rifle Scope ST,Red Dot Micro*,Alloy Magazine,High-Caliber Rounds*,Moving Target*,Iron Grip*,Metro Shift*,Counterbalance Stock*,Masterwork*,Kill Tracker,Crucible Tracker*,,,,,,
Revision Zero,1473821207,"""6917529857295743186""",,Exotic,Pulse Rifle,,KineticSlot,Kinetic,1600,,"Range, Stability, Handling, Reload Speed, Aim Assistance, Recoil Direction, Magazine, Airborne Effectiveness",10,Vault,TRUE,FALSE,0,,,85,50,35,100,18,0,0,75,450,43,40,50,0,0,0,0,0,0,0,0,0,25,TRUE,18,535,hakke,,Hunter's Trace IV*,Fluted Barrel*,Ricochet Rounds*,Vorpal Weapon*,Hand-Laid Stock*,Version: Prime*,Häkke Light Burst Fire,Häkke Heavy Burst Fire*,Kill Tracker*,Crucible Tracker,Pressurized Refit*,Shaped Weapon*,Empty Deepsight Socket*,,,,,
Trust,4077196130,"""6917529206215284013""",,Legendary,Hand Cannon,drifter,Energy,Solar,1600,1060,Range,10,Vault,TRUE,FALSE,2,4,,96,78,78,59,14,0,0,63,180,60,12,35,0,0,0,0,0,0,0,0,0,10,FALSE,0,1100,,,Precision Frame*,Smallbore*,Light Mag*,Genesis*,Explosive Payload*,Gambit Chrome*,Masterwork*,Kill Tracker*,Crucible Tracker,,,,,,,,,
The Fourth Horseman,1665952087,"""6917529210031698973""",,Exotic,Shotgun,,Energy,Arc,1600,,,,Vault,TRUE,FALSE,3,10,,100,39,80,22,12,0,0,44,360,36,4,33,0,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Thunderer*,Arrowhead Brake*,Assault Mag*,Broadside*,Fitted Stock*,Pale Rider*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,*,,,,,,,
Cold Front,2814093983,"""6917529850470571678""",,Legendary,Submachine Gun,,KineticSlot,Kinetic,1600,,Range,2,Vault,TRUE,FALSE,0,,The Dawning,92,29,22,62,14,0,0,7,750,19,27,53,0,0,0,0,0,0,0,0,0,15,FALSE,0,381,hakke,,Aggressive Frame*,Corkscrew Rifling,Hammer-Forged Rifling*,Accurized Rounds*,Appended Mag,Perpetual Motion*,Rampage*,Justified Cobalt*,Tier 2 Weapon*,Dawning Surprise*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,,
Glacioclasm,3573686365,"""6917529851241649150""",,Legendary,Fusion Rifle,,Energy,Void,1600,,"Charge Time, Impact",2,Vault,TRUE,FALSE,0,,The Dawning,88,55,89,73,16,0,0,29,0,15,7,23,952,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,High-Impact Frame*,Extended Barrel*,Fluted Barrel,Accelerated Coils*,Ionized Battery,Under Pressure*,Reservoir Burst*,Eye of the Storm,Tier 2 Weapon*,Dawning Surprise*,Omolon Fluid Dynamics,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Whisper of the Worm,1891561814,"""6917529201446048450""",,Exotic,Sniper Rifle,,Power,Solar,1600,,,10,Vault,TRUE,FALSE,1,3,,94,39,100,85,40,0,0,35,72,36,3,23,0,0,0,0,0,0,0,0,0,80,FALSE,0,0,,,White Nail*,Polygonal Rifling*,Accurized Rounds*,Mulligan*,Fitted Stock*,Whisper Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Sleeper Simulant,4036115577,"""6917529207418894547""",,Exotic,Linear Fusion Rifle,,Power,Solar,1600,,,10,Vault,TRUE,FALSE,1,3,,65,57,41,59,25,0,0,54,0,44,4,40,1024,0,0,0,0,0,0,0,0,9,FALSE,0,0,,,Dornröschen*,Polygonal Rifling*,Flared Magwell*,Moving Target*,Composite Stock*,Sleeper Simulant Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Glacioclasm,3573686365,"""6917529851251158790""",,Legendary,Fusion Rifle,,Energy,Void,1600,,Handling,4,Vault,TRUE,FALSE,0,,The Dawning,88,55,95,63,16,0,0,39,0,15,6,32,960,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,High-Impact Frame*,Chambered Compensator*,Fluted Barrel,Enhanced Battery*,Ionized Battery,Killing Wind*,Subsistence,High-Impact Reserves*,Eye of the Storm,Tier 4 Weapon*,Dawning Surprise*,Omolon Fluid Dynamics,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,
Horror Story,3829285960,"""6917529205821422485""",,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Reload Speed,1,Vault,TRUE,FALSE,3,11,Festival of the Lost,73,35,29,66,18,0,0,40,450,42,32,44,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Precision Frame*,Hitmark IS,Red Dot Micro*,Extended Mag,Alloy Magazine*,Outlaw*,Osmosis*,Bloody Tooth*,Major Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
D.A.R.C.I.,3141979346,"""6917529664705919407""",,Exotic,Sniper Rifle,,Power,Arc,1600,,,10,Vault,FALSE,FALSE,1,1,,100,60,55,40,40,0,0,75,140,40,7,80,0,0,0,0,0,0,0,0,0,90,FALSE,0,0,,,Personal Assistant*,Extended Barrel*,Extended Mag*,Target Acquired*,Short-Action Stock*,D.A.R.C.I. Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Austringer,3055790362,"""6917529864477239298""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1746,,,,Vault,TRUE,FALSE,5,17,,100,75,84,56,14,0,0,59,140,46,11,37,0,0,0,0,0,0,0,0,0,13,TRUE,4,200,,,Adaptive Frame*,Extended Barrel*,Alloy Magazine*,Triple Tap*,Zen Moment*,Shattered Sinew*,*,To Excess*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Prized Ivory*,Empty Weapon Level Boost Socket*,,,
Ammit AR2,2119346509,"""6917529853130768026""",,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1600,,Range,3,Vault,FALSE,FALSE,5,18,,71,44,29,69,17,0,0,50,450,18,38,51,0,0,0,0,0,0,0,0,0,30,FALSE,0,0,omolon,,Precision Frame*,Corkscrew Rifling*,Smallbore,Extended Mag*,Alloy Magazine,Surplus*,Adaptive Munitions*,Tier 3 Weapon*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Posterity,3281285075,"""6917529853127547110""",,Legendary,Hand Cannon,deepstonecrypt,Energy,Arc,1600,,Reload Speed,1,Vault,FALSE,FALSE,4,12,,100,79,78,49,14,0,0,70,180,58,13,31,0,0,0,0,0,0,0,0,0,22,FALSE,0,0,,,Precision Frame*,Chambered Compensator*,Extended Barrel,Accurized Rounds*,Extended Mag,Voltshot*,Opening Shot*,Tier 1 Weapon*,Bray Inheritance*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Ruinous Effigy,1363238943,"""6917529303801754103""",,Exotic,Trace Rifle,,Energy,Void,1600,,,,Vault,FALSE,FALSE,3,11,,96,84,8,45,12,0,0,78,1000,33,94,53,0,0,0,0,0,0,0,0,0,16,FALSE,0,0,,,Transmutation*,Hammer-Forged Rifling*,Particle Repeater*,Evolution*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Death Adder,2742490609,"""6917529541620055459""",,Legendary,Submachine Gun,dungeon,Energy,Solar,1600,,Range,1,Vault,FALSE,FALSE,3,11,,95,55,15,35,13,0,0,40,900,26,40,65,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,veist,,Lightweight Frame*,Arrowhead Brake,Corkscrew Rifling*,Appended Mag*,Alloy Magazine,Mulligan*,Dragonfly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Arsenic Bite-4b,720351795,"""6917529443903725997""",,Legendary,Combat Bow,legendaryengram,Energy,Arc,1600,,"Draw Time, Charge Time",10,Vault,TRUE,FALSE,3,11,,51,81,68,0,18,0,0,58,0,60,0,60,0,540,47,0,0,0,0,0,0,10,FALSE,0,485,veist,,Lightweight Frame*,Flexible String,Polymer String*,Carbon Arrow Shaft,Straight Fletching*,Rampage*,Explosive Head*,Seraphim Cloak*,Minor Spec*,Masterwork*,Kill Tracker*,Crucible Tracker,,,,,,
The Hero's Burden,2488587246,"""6917529853099772002""",,Legendary,Submachine Gun,,Energy,Void,1600,,Stability,3,Vault,FALSE,FALSE,5,17,,100,51,20,69,14,0,0,23,900,53,33,69,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,suros,,Adaptive Frame*,Arrowhead Brake*,Polygonal Rifling,Armor-Piercing Rounds,Ricochet Rounds*,Fragile Focus*,Iron Reach*,Skele-Ghaul*,Tier 3 Weapon*,Skulking Wolf,Suros Synergy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Dark Decider,540880995,"""6917529853157190853""",,Legendary,Auto Rifle,,Energy,Arc,1600,,Handling,3,Vault,FALSE,FALSE,0,,,53,72,18,55,16,0,0,19,720,46,56,32,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Rapid-Fire Frame*,Extended Barrel*,Fluted Barrel,Appended Mag*,Flared Magwell,Subsistence*,Iron Reach*,Tier 3 Weapon*,Skulking Wolf*,Veist Stinger,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Lunulata-4b,2513965917,"""6917529759515300651""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1600,,"Draw Time, Charge Time",1,Vault,TRUE,FALSE,5,17,,49,82,68,0,18,0,0,54,0,60,0,67,0,536,45,0,0,0,0,0,0,7,FALSE,0,333,veist,,Lightweight Frame*,Elastic String,Polymer String*,Fiberglass Arrow Shaft*,Helical Fletching,Rangefinder*,Headstone*,Flower Child*,Minor Spec*,Tier 1 Weapon*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,
Hero of Ages,2139640995,"""6917529566294443003""",,Legendary,Sword,30th,Power,Arc,1600,,Impact,2,Vault,TRUE,FALSE,4,15,,0,0,65,0,0,0,0,0,0,0,55,0,0,0,0,25,0,100,90,40,0,0,FALSE,0,0,,,Vortex Frame*,Hungry Edge,Jagged Edge*,Tempered Edge,Balanced Guard,Enduring Guard*,Tireless Blade*,Chain Reaction*,Technofusion*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Mindbender's Ambition (Adept),912150785,"""6917529857194466305""",,Legendary,Shotgun,,Energy,Solar,1600,,Range,4,Vault,FALSE,FALSE,5,18,,69,39,80,53,12,0,0,29,55,39,5,16,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Aggressive Frame*,Rifled Barrel*,Full Choke,Extended Mag,Accurized Rounds*,Threat Detector*,Lead from Gold,Fragile Focus*,Tier 4 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Mindbender's Ambition (Adept),912150785,"""6917529857285670142""",,Legendary,Shotgun,,Energy,Solar,1600,,Range,1,Vault,FALSE,FALSE,5,18,,69,39,80,45,12,0,0,29,55,19,6,31,0,0,0,0,0,0,0,0,0,14,FALSE,0,0,,,Aggressive Frame*,Smoothbore*,Full Choke,Extended Mag*,Light Mag,Threat Detector*,Lead from Gold,Well-Rounded*,Tier 1 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Staccato-46,4019668921,"""6917529865198278382""",,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1600,,Reload Speed,1,Vault,FALSE,FALSE,5,17,,68,63,62,34,20,0,0,69,180,41,16,33,0,0,0,0,0,0,0,0,0,16,FALSE,0,0,suros,,Precision Frame*,Chambered Compensator*,Full Bore,Steady Rounds*,Alloy Magazine,Triple Tap*,Adaptive Munitions*,Tier 1 Weapon*,Suros Synergy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Seventh Seraph CQC-12,1821724780,"""6917529526241564578""",,Legendary,Shotgun,seasonpass,Energy,Solar,1600,,Range,10,Vault,TRUE,FALSE,3,10,,56,46,65,68,12,0,0,34,80,70,6,54,0,0,0,0,0,0,0,0,0,17,FALSE,0,58,,,Lightweight Frame*,Rifled Barrel*,Full Choke,Tactical Mag,Light Mag*,Quickdraw*,Vorpal Weapon*,Omnichronia*,Icarus Grip*,Masterwork*,Kill Tracker,Crucible Tracker*,*,,,,,
Funnelweb,3341893443,"""6917529857775513832""",,Legendary,Submachine Gun,legendaryengram,Energy,Void,1600,,Handling,1,Vault,FALSE,FALSE,5,16,,100,54,15,39,14,0,0,49,900,41,38,81,0,0,0,0,0,0,0,0,0,20,FALSE,0,0,veist,,Lightweight Frame*,Arrowhead Brake*,Fluted Barrel,Tactical Mag*,Steady Rounds,Subsistence*,Frenzy*,Tier 1 Weapon*,Veist Stinger*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Funnelweb,3341893443,"""6917529857762813949""",,Legendary,Submachine Gun,legendaryengram,Energy,Void,1600,,Handling,1,Vault,FALSE,FALSE,5,16,,100,54,15,39,14,0,0,49,900,41,38,81,0,0,0,0,0,0,0,0,0,20,FALSE,0,0,veist,,Lightweight Frame*,Arrowhead Brake*,Fluted Barrel,Tactical Mag*,Steady Rounds,Subsistence*,Frenzy*,Tier 1 Weapon*,Veist Stinger*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Wastelander M5,1679868061,"""6917529545084893275""",,Legendary,Shotgun,30th,KineticSlot,Kinetic,1600,,Stability,1,Vault,TRUE,FALSE,4,15,,51,49,65,61,12,0,0,48,80,59,6,66,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Lightweight Frame*,Smoothbore,Smallbore*,Extended Mag,Accurized Rounds*,Perpetual Motion*,One-Two Punch*,Ultra Plasmic*,Tier 1 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,*
Traveler's Chosen (Damaged),53159281,"""6917529206311674148""",,Common,Sidearm,campaign,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,1,1,,40,55,49,35,12,0,0,45,300,27,9,39,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,,Adaptive Frame*,QuickDot SAS*,,,,,,,,,,,,,,,,
Glacioclasm,1030895163,"""6917529560042566893""",,Legendary,Fusion Rifle,events,Energy,Void,1600,,Stability,1,Vault,TRUE,FALSE,4,12,The Dawning,78,55,95,78,16,0,0,35,0,15,7,38,960,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,High-Impact Frame*,Corkscrew Rifling*,Full Bore,Ionized Battery,Projection Fuse*,Slideshot*,Killing Wind,Reservoir Burst*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,
Grand Overture,1763584999,"""6917529864625472115""",,Exotic,Machine Gun,seasonpass,Power,Arc,1600,,,,Vault,FALSE,FALSE,5,16,,59,60,53,100,17,0,0,90,100,60,70,36,0,0,0,0,0,0,0,0,0,11,FALSE,0,0,,,Wrath of the Colossus*,Hammer-Forged Rifling*,Accurized Rounds*,Omega Strike*,Hand-Laid Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
MIDA Mini-Tool,3089417788,"""6917529032500782320""",,Legendary,Submachine Gun,edz,Energy,Solar,1600,,Stability,1,Vault,TRUE,FALSE,1,1,,95,49,15,30,14,0,0,55,900,31,37,80,0,0,0,0,0,0,0,0,0,28,FALSE,0,2,,,Lightweight Frame*,Fluted Barrel*,Alloy Magazine*,Hip-Fire Grip*,Kill Clip*,Counterbalance Stock*,Tier 1 Weapon*,Kill Tracker,Crucible Tracker*,,,,,,,,,
Eternal Blazon,3514096004,"""6917529344730738043""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1600,,Stability,1,Vault,TRUE,FALSE,4,13,,52,67,60,48,25,0,0,35,200,57,16,59,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,omolon,,Lightweight Frame*,Signal MS5*,Candle PS,High-Caliber Rounds*,Flared Magwell,Rapid Hit*,Kill Clip*,Canis Coat*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Sailspy Pitchglass,1184309824,"""6917529859885995566""",,Legendary,Linear Fusion Rifle,plunder,Power,Arc,1600,,,,Vault,FALSE,FALSE,5,18,,73,60,41,32,25,0,0,52,0,23,6,25,533,0,0,0,0,0,0,0,0,15,TRUE,1,0,,,Precision Frame*,Polygonal Rifling*,Enhanced Battery*,Ensemble*,Heating Up*,*,Right Hook*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Boudica-C,1916287826,"""6917529866585266710""",,Legendary,Sidearm,legendaryengram,KineticSlot,Kinetic,1600,,Stability,5,Vault,FALSE,FALSE,5,18,,98,85,51,78,12,0,0,48,260,25,12,33,0,0,0,0,0,0,0,0,0,22,FALSE,0,0,hakke,,Precision Frame*,Hammer-Forged Rifling*,Smallbore,High-Caliber Rounds*,Flared Magwell,Moving Target*,Gutshot Straight*,Tier 5 Weapon*,Hakke Breach Armaments*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Sola's Scar (Adept),3847137620,"""6917529511054598252""",,Legendary,Sword,trials,Power,Solar,1600,,Impact,1,Vault,FALSE,FALSE,4,13,,0,0,64,0,0,0,0,0,0,0,55,0,0,0,0,50,100,100,0,40,0,0,FALSE,0,0,,,Caster Frame*,Enduring Blade,Jagged Edge*,Tempered Edge,Burst Guard*,Enduring Guard,Relentless Strikes*,Chain Reaction*,Thresh,Carbon Blood*,Major Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Eternity's Edge,1180270693,"""6917529204766659012""",,Legendary,Sword,campaign,Power,Solar,1600,1060,,,Vault,TRUE,FALSE,1,1,,0,0,62,0,0,0,0,0,0,0,62,0,0,0,0,20,50,50,100,40,0,0,FALSE,0,0,,,Adaptive Frame*,Honed Edge*,Hungry Edge,Enduring Blade,Infinite Guard*,Whirlwind Blade*,Solar Damage Mod*,Masterwork Upgrade*,,,,,,,,,,
Chain of Command,3105930175,"""6917529868149915132""",,Legendary,Machine Gun,crucible,Power,Stasis,1600,,Range,10,Vault,FALSE,FALSE,5,17,,100,61,41,58,16,0,0,37,450,46,53,66,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist*,Adaptive Munitions,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,
Veles-X,2276328320,"""6917529868752883027""",,Legendary,Pulse Rifle,crucible,Energy,Void,1600,,Handling,10,Vault,FALSE,FALSE,0,,,74,41,35,73,18,0,0,72,450,53,38,28,0,0,0,0,0,0,0,0,0,19,FALSE,0,0,hakke,,Aggressive Burst*,Chambered Compensator*,Flared Magwell*,Repulsor Brace*,Tunnel Vision,Golden Tricorn*,Kill Clip,Combative Tanager*,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Hakke Breach Armaments*,Vanguard's Vindication,One Quiet Moment,Gun and Run,,
The Huckleberry,2286143274,"""6917529209996483103""",,Exotic,Submachine Gun,,KineticSlot,Kinetic,1600,,,10,Vault,TRUE,FALSE,1,3,,100,49,22,53,15,0,0,51,750,0,37,86,0,0,0,0,0,0,0,0,0,33,FALSE,0,0,tex-mechanica,,Ride the Bull*,Fluted Barrel*,Ricochet Rounds*,Rampage*,Short-Action Stock*,Huckleberry Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
BxR-55 Battler,2708806099,"""6917529546842061141""",,Legendary,Pulse Rifle,30th,Energy,Solar,1778,,Stability,1,Vault,TRUE,FALSE,4,15,,80,85,23,70,18,0,0,60,450,63,35,61,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Legacy PR-55 Frame*,Extended Barrel*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Outlaw*,Elemental Capacitor*,Queensguard Valor*,Freehand Grip*,Tier 1 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*
PLUG ONE.1 (Adept),534775659,"""6917529521406065991""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1770,,Reload Speed,4,Vault,FALSE,FALSE,4,14,,75,66,80,58,17,0,0,54,0,15,8,51,780,0,0,0,0,0,0,0,0,8,FALSE,0,0,,,Precision Frame*,Fluted Barrel*,Full Bore,Accelerated Coils,Ionized Battery*,Under Pressure*,Bottomless Grief,Adrenaline Junkie*,Boss Spec*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
THE SWARM (Adept),3836861464,"""6917529502120121307""",,Legendary,Machine Gun,,Power,Arc,1770,,Range,2,Vault,TRUE,FALSE,4,13,,100,39,70,81,16,0,0,33,360,38,47,45,0,0,0,0,0,0,0,0,0,16,FALSE,0,0,,,High-Impact Frame*,Arrowhead Brake*,Chambered Compensator,Accurized Rounds*,Appended Mag,Surplus*,Bottomless Grief,Vorpal Weapon*,Conflagrate*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Vex Mythoclast,4289226715,"""6917529511991015149""",,Exotic,Fusion Rifle,vaultofglass,Energy,Solar,1600,,,,Vault,TRUE,FALSE,4,14,,100,75,33,85,15,0,0,40,390,60,33,60,0,0,0,0,0,0,0,0,0,19,FALSE,0,0,,,Timeless Mythoclast*,Arrowhead Brake*,Volatile Battery*,Temporal Unlimiter*,Hand-Laid Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,*,,,,,,,,
Truth,1201830623,"""6917529303647697621""",,Exotic,Rocket Launcher,,Power,Void,1600,,,,Vault,TRUE,FALSE,2,7,,60,73,0,0,20,100,47,67,15,49,1,65,0,0,0,0,0,0,0,0,0,9,FALSE,0,0,,,Prototype Trueseeker*,Volatile Launch*,High-Velocity Rounds*,Grenades and Horseshoes*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Zephyr,3400256755,"""6917529559552692131""",,Legendary,Sword,,Power,Stasis,1600,,Impact,10,Vault,FALSE,FALSE,4,15,The Dawning,0,0,66,0,0,0,0,0,0,0,60,0,0,0,0,20,50,50,50,40,0,0,FALSE,0,0,,,Adaptive Frame*,Honed Edge*,Balanced Guard*,Energy Transfer*,Cold Steel*,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Hawkmoon,3856705927,"""6917529255288638452""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,FALSE,FALSE,4,12,,96,93,84,52,14,0,0,68,140,59,8,96,0,0,0,0,0,0,0,0,0,26,FALSE,0,0,,,Paracausal Shot*,Fluted Barrel*,Alloy Magazine*,Surplus*,Polymer Grip*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Hawkmoon,3856705927,"""6917529255293789293""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,4,12,,100,93,84,62,14,0,0,68,140,59,8,66,0,0,0,0,0,0,0,0,0,26,FALSE,0,0,,,Paracausal Shot*,Extended Barrel*,Alloy Magazine*,Moving Target*,Smooth Grip*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Deathbringer,2232171099,"""6917529362365878956""",,Exotic,Rocket Launcher,,Power,Void,1600,,,10,Vault,TRUE,FALSE,3,8,,58,72,0,0,20,100,35,53,15,63,1,66,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,,,Dark Deliverance*,Volatile Launch*,Alloy Casing*,Dark Descent*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Deathbringer Catalyst*,,,,,,,,,
Occluded Finality,852551895,"""6917529525379056263""",,Legendary,Sniper Rifle,ironbanner,Energy,Arc,1600,,Reload Speed,1,Vault,TRUE,FALSE,4,14,,100,47,90,80,58,0,0,29,72,35,3,40,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,suros,,Aggressive Frame*,Arrowhead Brake*,Extended Barrel,Armor-Piercing Rounds*,Light Mag,Under Pressure*,Opening Shot*,Sunrise Warrior*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
